pair_id,type,text_a,text_b,similarity_score,sources,notes,category
3bd4e1e5-956c-433f-9690-9e743cafc30b,synonym,热盛伤津证,热伤津液证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
58a8f481-73e4-4a9c-96ea-430108df2cc9,synonym,热盛伤津证,火热伤津证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
a0952216-a6b9-41d3-83ad-88c236fd5fd1,synonym,热盛伤津证,热盛津枯证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
e7302f21-846e-45d2-a813-d58b409a37f2,synonym,热盛伤津证,热盛耗液证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
fcd3e350-1940-4e57-8848-76854582a5e1,synonym,热伤津液证,火热伤津证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
f732aab0-be3c-4ced-97e5-ed9c039d88bd,synonym,热伤津液证,热盛津枯证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
3b51ab91-f087-4cde-a5d5-33840422c644,synonym,热伤津液证,热盛耗液证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
7209a44e-3a21-4e60-a420-b83e05285d53,synonym,火热伤津证,热盛津枯证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
98db0860-5e9e-424a-9065-06239c03891f,synonym,火热伤津证,热盛耗液证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
368c785d-46bf-43fb-a918-8b541fcbdfa2,synonym,热盛津枯证,热盛耗液证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
7b593cee-0d15-48d7-8ce8-cad4545551c5,synonym,热伤肺津证,肺热津伤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
ab8246e8-10f9-4d51-9d3f-a82698f4d7d4,synonym,热极伤阴证,邪热伤阴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
65e5ea6d-0abe-4a56-91fe-919b1e093198,synonym,热极伤阴证,高热伤阴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
8a2e4fa0-df6f-40cb-8498-b009e2e5e611,synonym,邪热伤阴证,高热伤阴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
559f109d-73a4-4b8f-8ac9-09554759d44d,synonym,热伤营阴证,热灼营阴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
2f39594c-1d59-4f4b-9c41-e1b14a2af9b2,synonym,热邪留恋证,邪热留恋证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
8038b2d5-1510-4a9b-b18b-908dcf499993,synonym,热留阴分证,热伏阴分证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
f66062eb-e94d-4e5e-9a20-a0436bef9153,synonym,毒邪证,毒邪侵袭证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
139341d3-77d8-40bf-ac1e-4120b7cb4977,synonym,毒蕴肌肤证,毒滞肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
3e9d294a-7adb-45ed-b477-23f2d5fb7e18,synonym,毒盛肉腐证,毒蕴溃烂证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
e944f8ab-7405-40e9-91bc-cdb8aa8e7189,synonym,毒盛肉腐证,蕴毒腐溃证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
8440f559-0e66-4d9d-80de-4d2acc98e19a,synonym,毒蕴溃烂证,蕴毒腐溃证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
3b94544d-1495-4d70-9eb6-3bb44ede6352,synonym,邪毒内扰证,邪毒炽盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
db2686d7-2ff3-4bd9-aef3-33f6e76dfba4,synonym,毒燔气营证,毒入气营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
e514a349-cff0-487b-ac12-9b87214f0ba2,synonym,毒燔气营证,毒在气营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
bf3c4e8c-deac-4573-b14c-9cc677e6bc54,synonym,毒燔气营证,毒燔气血证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
c2cbeb5e-6d4c-46fa-8243-402c8ad1d0e4,synonym,毒入气营证,毒在气营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
3491ed98-3351-4ac9-a6d4-00ac57db346d,synonym,毒入气营证,毒燔气血证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
cf426942-fb54-4658-b6b6-79ad3a7ca326,synonym,毒在气营证,毒燔气血证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
1419a683-768d-489a-8bbf-fc3762c7195c,synonym,毒入营血证,毒入血分证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
b7a28a58-350a-4484-be02-ff7923ffd3a0,synonym,正虚毒陷证,邪毒内陷证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
c408b724-8f9c-40e9-a639-c9f736331798,synonym,正虚毒恋证,体虚毒恋证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
fe179e72-f23f-41e0-bc84-7e42a5b5465a,synonym,风毒蕴肤证,肌肤风毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
259df450-6f4a-4d86-a70f-3705e08b511a,synonym,风毒入络证,风毒入脉证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
8fce3149-2622-43b8-925b-0f60f4d5699e,synonym,风毒入里证,风毒炽盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
1a223524-6c19-4c9b-ae16-6fe42948d846,synonym,寒毒湿浊互结证,寒毒湿浊下注证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
e1a7d098-e1b6-468a-962f-47bca8317bfe,synonym,寒毒瘀阻证,瘀血寒毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
2f48c6f3-2f5a-45b0-ac0c-da5d37d42105,synonym,湿毒侵淫证,湿毒浸淫证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
b7639bdc-dda3-4015-9151-df0d090ab3d1,synonym,湿毒蕴肤证,肌肤湿毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
3115652e-c8bd-4d29-bfef-b91f9cb2f03a,synonym,湿毒蕴肤证,湿毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
09593bca-f99f-4321-9a3e-9ec2e5e6f786,synonym,肌肤湿毒证,湿毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
4b8d28f1-3a47-48f1-b285-5d1b274cd330,synonym,水毒上攻证,水毒上扰证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
e12ace3e-1e72-4d36-a1d8-85c9695b51fd,synonym,火毒证,热毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
49b61d6e-16d7-4f31-ab9e-2eff2d741acd,synonym,火毒证,温毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
28da6a25-2a10-4e0e-b8fb-d4eb637bca58,synonym,热毒证,温毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
c83a8984-e7f6-4cca-a6ba-36df10551b1c,synonym,火毒袭表证,热毒袭表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
cfe1f33b-3084-4b82-a628-f387707011f0,synonym,火毒袭表证,温毒袭表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
5b56aad3-73df-4814-8a8b-d8e1ac74ffdd,synonym,火毒袭表证,温毒在表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
45e848e5-0ad4-4545-bee6-63a5f8a1b9e0,synonym,热毒袭表证,温毒袭表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
bb03663f-3382-42bf-a21b-e3f0468c7871,synonym,热毒袭表证,温毒在表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
80367cbd-402e-4472-8ea0-44cb25ae8710,synonym,温毒袭表证,温毒在表证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
64ecb11c-4607-402b-bfe7-9a59ffcb3962,synonym,火毒蕴肤证,热毒蕴肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
73cfbe0b-0d38-4f73-bd52-ebbee918908e,synonym,火毒蕴肤证,肌肤热毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
44ababdf-aa1a-4919-b5a6-bb05219c6077,synonym,火毒蕴肤证,热毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
dd5037ff-6cc4-4781-8026-a3f4834e88bc,synonym,火毒蕴肤证,火毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
dedec1e3-dd09-48a4-ad62-2863b627e54c,synonym,热毒蕴肤证,肌肤热毒证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
15a5d21f-e499-4696-92b3-fdcb97e6ab45,synonym,热毒蕴肤证,热毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
fbbb069f-3ccc-4cc8-8e36-a5813fe99059,synonym,热毒蕴肤证,火毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
731e039d-92e5-4138-93ef-6a0f704cfb5f,synonym,肌肤热毒证,热毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
65c84bf0-c931-4e2c-8e4e-164b664e00b6,synonym,肌肤热毒证,火毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
b5d708ac-0f76-4143-8f17-7f75d630ae66,synonym,热毒蕴结肌肤证,火毒蕴结肌肤证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
ec3a459f-86b6-4a58-9a86-b10cd836b155,synonym,火毒入络证,热毒入络证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
f3608d02-d4fc-4fca-b863-29b8f08843da,synonym,火毒窜络证,热毒窜络证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
ac2deb64-2d92-4833-b5d8-118e3961f1d0,synonym,火热邪毒壅盛证,火毒壅盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
bda6feb2-9a62-4f2d-83b3-3077b6f5a8de,synonym,火热邪毒壅盛证,热毒壅盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
df4c8b4f-f12a-4ba4-b16a-4ec2419732d8,synonym,火毒壅盛证,热毒壅盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
fc051783-4e1e-468e-8486-004df23d5f53,synonym,热毒壅结证,热毒壅滞证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
ab0d208f-1c60-4c92-adf0-a6c91f112c10,synonym,热毒壅结证,热毒蕴结证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
cffccaea-897f-455d-8083-47f68a8da30e,synonym,热毒壅滞证,热毒蕴结证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
e6e89ab1-ee79-4f83-be5c-6a2f42587fd8,synonym,热毒炽盛证,温毒炽盛证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
64b9dea6-1c48-4be2-b675-d5ac6025f29b,synonym,火毒蕴结证,火毒壅结证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
d272e476-9cba-4b9e-a939-a91478f1f4a7,synonym,火毒凝结证,热毒凝结证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
2ce9ef2d-a60e-460e-95dc-4837bc3c49ad,synonym,热郁成痈证,火毒郁结证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
9e5b36c4-01fe-4a9c-96b5-50698bdd392a,synonym,热毒酿脓证,热盛酿脓证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
4912af00-d952-4d64-8abf-247981c45a58,synonym,火毒内攻证,热毒内攻证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
089ff1c0-30a4-4244-8ab7-0fc638393bec,synonym,火毒内蕴证,热毒内蕴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
322d79aa-c636-4c0b-944a-f0a1648fedbf,synonym,火毒内蕴证,疫毒内蕴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
673e6a1b-8c65-4f0a-b045-1a3f70c4269e,synonym,热毒内蕴证,疫毒内蕴证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
9c410c2d-0e84-4bc1-9bdd-1d9a0ffa9d7d,synonym,火毒传肺证,热毒传肺证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
c5a0281b-9305-4770-81cd-16556b7557f8,synonym,火毒传心证,热毒传心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
a3479ee0-c396-4225-80c6-e4f311a7e8df,synonym,火毒传心证,热毒冲心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
8a7d9dc7-a839-4f8e-a891-cecfa11fdbc5,synonym,火毒传心证,热毒攻心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
81062490-0875-453c-bca1-d30e3927bb61,synonym,热毒传心证,热毒冲心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
41b926a3-f0a5-462b-b511-39e21fc665e0,synonym,热毒传心证,热毒攻心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
66691f43-6a48-4b8b-869d-ea813951ddaf,synonym,热毒冲心证,热毒攻心证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
093a2636-7170-46e1-a8a0-4f3a2df5f614,synonym,火毒传脾证,热毒传脾证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
95c8f76d-b361-4750-bf57-b9a3f0020bf9,synonym,火毒传肝证,热毒传肝证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
209a878a-3e51-4db6-b393-9a8578a55c3e,synonym,火毒传肾证,热毒传肾证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
dd020865-ecc3-4c87-84fd-336a1521cb35,synonym,火毒内闭证,热毒内闭证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
bb7c51d5-5cac-461c-83cf-7cac0070d9dc,synonym,火毒闭肺证,热毒闭肺证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
87a392a0-b207-428f-a8db-fbf11ee61ce9,synonym,火毒闭肺证,疫毒闭肺证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
28e205c5-6bd9-4f75-aec5-00c96ea2fca1,synonym,热毒闭肺证,疫毒闭肺证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
de29dab2-6df6-4c4c-a217-723a9427dc8d,synonym,火热毒邪淤肝证,热毒淤肝证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
f65725b1-5e08-4cc2-8293-e56f73992f2c,synonym,火热毒邪淤肝证,热毒瘀肝证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
3f45e928-389c-4df1-b1f2-d531aa037078,synonym,热毒淤肝证,热毒瘀肝证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
6ac9d29d-ae01-4c0e-9141-525098acc83b,synonym,火毒入营血证,热毒入营血证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
b99d0d88-928b-4461-8f24-ce09499f65d9,synonym,火毒入营证,热毒入营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
cbc1f2a3-c7cc-415c-b23e-9b72c21894eb,synonym,火毒入营证,疫毒入营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
daec33fb-dae7-456a-a5dd-b6b554ac039d,synonym,热毒入营证,疫毒入营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,别名间同义映射,证候/病机
b3a91d97-cb18-46e1-9b7b-bd82105faad6,synonym,火毒陷营证,热毒陷营证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
6bc1d72a-934d-4dfd-8cf3-611c02b6daf4,synonym,火毒迫血证,热毒伤血证,5,GB/T 16751.2-2021 证候标准PDF|https://www.cacm.org.cn/wp-content/uploads/2022/03/中医临床诊疗术语-第2部分：证候.pdf,标准名-别名同义映射,证候/病机
